SYMBOL,ENTREZID,GENENAME,logFC,AveExpr,t,P.Value,adj.P.Val,B
Stk11,20869,serine/threonine kinase 11,0.19226709880546444,6.854533796886036,0.9566162418163876,0.36027451347200534,0.657342971948922,-6.807709280107334
Zfp667,384763,zinc finger protein 667,-0.26806119602017153,2.7432716161569957,-0.9564913686104829,0.3603346905659667,0.6573582392380999,-6.274799142410009
Rbbp4,19646,"retinoblastoma binding protein 4, chromatin remodeling factor",-0.13950036915555053,7.016306239221003,-0.9562469342024933,0.36045250583096855,0.6574786362828248,-6.804183565137103
Bbs2,67378,Bardet-Biedl syndrome 2 (human),-0.18292626213996677,3.5634470765872734,-0.9555733179547802,0.3607773266229287,0.657713420570611,-6.505627394766469
Naaa,67111,N-acylethanolamine acid amidase,-0.4274885504938979,3.706310465849433,-0.9633269674440026,0.36079168960650043,0.657713420570611,-6.536824056622708
2700060E02Rik,NA,NA,-0.1746570350515686,6.242730470458764,-0.9555197294493943,0.3608031762912868,0.657713420570611,-6.811567908407347
Siah1a,20437,siah E3 ubiquitin protein ligase 1A,0.16833763161972026,5.390810630037082,0.9554489713867379,0.36083731014018927,0.657713420570611,-6.68864300285816
Thap7,69009,THAP domain containing 7,0.15723158032203255,3.9248110311283235,0.9554425459868882,0.3608404098827257,0.657713420570611,-6.558558640462502
Polq,77782,"polymerase (DNA directed), theta",0.28681665004374324,4.603195870342638,0.9569556566390585,0.3609784675517116,0.6578549901847522,-6.646104282529034
Prkag2,108099,"protein kinase, AMP-activated, gamma 2 non-catalytic subunit",0.15426158233985365,5.536919812986547,0.9549624802883597,0.36107205749812055,0.6578549901847522,-6.748249899550363
Acin1,56215,apoptotic chromatin condensation inducer 1,0.14490582631399995,8.74893130613301,0.9549569838916689,0.3610747103115317,0.6578549901847522,-6.750506316160692
Prkab1,19079,"protein kinase, AMP-activated, beta 1 non-catalytic subunit",0.14977594886978451,6.236423107077275,0.9548518128029921,0.3611254734108449,0.6578549901847522,-6.81348267173959
Fbxo44,230903,F-box protein 44,0.23384336572480136,2.04465380198515,0.9546133352288683,0.3612405987991537,0.6579702436927451,-6.187650599416998
Zmym4,67785,"zinc finger, MYM-type 4",-0.3017608166175654,4.934327881444603,-0.9585960959444074,0.3614464363168244,0.6582506651338981,-6.736491350952017
Agap2,216439,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 2",0.1412180790230817,7.103313167037257,0.9540336583605242,0.36152054877621886,0.6582911485178911,-6.805441720573714
Tmub2,72053,transmembrane and ubiquitin-like domain containing 2,-0.13120027495620956,5.622823478746077,-0.953837882654484,0.36161513223470243,0.6583495958471357,-6.791056393423134
Gtf2e2,68153,"general transcription factor II E, polypeptide 2 (beta subunit)",-0.14557592888341908,5.327830667993618,-0.9537524295377001,0.3616564220566312,0.6583495958471357,-6.781610630873356
Cope,59042,"coatomer protein complex, subunit epsilon",-0.15279153810663448,6.460847289692052,-0.9535149278014547,0.3617711975859311,0.6584640589542812,-6.813545285803777
Gm40378,105244844,"predicted gene, 40378",0.3854930372281802,0.8078764390738615,0.9531047967930851,0.36196945994900054,0.6587304228102293,-5.788965369540356
Tmcc1,330401,transmembrane and coiled coil domains 1,-0.26079820919123975,8.269293156939483,-0.9547606538389765,0.3620632642217434,0.6587598080424975,-6.754487621854122
Cant1,76025,calcium activated nucleotidase 1,0.15480901972335026,6.493155108221142,0.9527628864167557,0.3621348033441575,0.6587598080424975,-6.81512487562394
Ctbp1,13016,C-terminal binding protein 1,0.12450153264128794,7.709011663501115,0.9527493164320884,0.3621413667320633,0.6587598080424975,-6.785524558379415
Ighmbp2,20589,immunoglobulin mu binding protein 2,0.16188609676284305,4.647150481256537,0.9525416884026587,0.3622418007480678,0.658848045856004,-6.670628179827368
Sox12,20667,SRY (sex determining region Y)-box 12,0.3433232869046371,1.5873503603834513,0.9520654192745635,0.3624722577341467,0.6591727112126778,-5.91966645314935
Hspb11,72938,"heat shock protein family B (small), member 11",-0.1932627951671373,4.052096139385853,-0.9518736429172369,0.3625650841889192,0.6592042507585681,-6.576759324397189
Ppp6r1,243819,"protein phosphatase 6, regulatory subunit 1",0.15340626991810602,8.802971852396842,0.9518149213816265,0.3625935108798902,0.6592042507585681,-6.74383733597018
Tspo,12257,translocator protein,-0.17124030834687964,6.392627498742451,-0.9512237049685587,0.3628798039333776,0.6595054545683244,-6.813530853095495
Mettl25,216292,methyltransferase like 25,0.1957173131133727,4.230988928260345,0.9511241257043099,0.36292804058301276,0.6595054545683244,-6.579454781212042
Ctsl,13039,cathepsin L,-0.31813617773014613,3.269214824371048,-0.9518024806414219,0.3629653317616057,0.6595054545683244,-6.442462843389642
Zfp524,66056,zinc finger protein 524,-0.16514778258204554,3.4616499397270104,-0.9509013287989081,0.3630359811048651,0.6595054545683244,-6.5098200649491735
Slc38a9,268706,"solute carrier family 38, member 9",0.13090080528278047,6.0558521161430505,0.9508182262606025,0.3630762484822304,0.6595054545683244,-6.804864413327666
Plppr2,235044,phospholipid phosphatase related 2,-0.4024011553864074,0.24367807110832157,-0.9508154197961315,0.3630776084120322,0.6595054545683244,-5.907741499696751
Zfp775,243372,zinc finger protein 775,0.22487692761011013,3.2253288336601686,0.9507216719381053,0.36312303795825307,0.6595054545683244,-6.404941159687898
Sco1,52892,SCO1 cytochrome c oxidase assembly protein,0.16082642070649822,4.19750074015479,0.9504998913064883,0.3632305275339064,0.6596062592457713,-6.634410230305896
Gde1,56209,glycerophosphodiester phosphodiesterase 1,-0.14055575566065848,5.962919606590167,-0.9503658526398419,0.36329550262474675,0.6596298422013147,-6.810354878469372
Gm8909,667977,predicted gene 8909,0.1531475774392792,5.361695641106277,0.9498153427173558,0.3635624492311348,0.6600200823929945,-6.792117705452629
Zfp865,319748,zinc finger protein 865,0.18139999298096576,6.076032314998464,0.9495772921070318,0.363677925461946,0.6600970988448953,-6.807019141942423
Psma5,26442,proteasome subunit alpha 5,-0.19996752171683063,4.712683705502744,-0.9494292274129091,0.3637497636084942,0.6600970988448953,-6.678514603382791
Ptpmt1_1,NA,NA,-0.17348895404578357,3.416176384714568,-0.9493543628847966,0.36378609031751397,0.6600970988448953,-6.475691226832618
Ahcyl1,229709,S-adenosylhomocysteine hydrolase-like 1,-0.15140504531368748,7.12618939675802,-0.9492989629439377,0.36381297385106814,0.6600970988448953,-6.805561507351963
Exosc3,66362,exosome component 3,-0.1779398884320118,5.346808457363498,-0.9488939794665275,0.36400954060850055,0.660271255799909,-6.7568790928577345
Denr,68184,density-regulated protein,-0.14990796869493472,6.346668825733194,-0.9488588353187996,0.3640266021109275,0.660271255799909,-6.818106399047066
Ip6k1,27399,inositol hexaphosphate kinase 1,-0.13090610615528675,7.47706497365377,-0.9486009578786764,0.36415181196422797,0.660271255799909,-6.794361849149538
Zfp74,72723,zinc finger protein 74,0.161236892116551,4.370257724300599,0.9485203293530082,0.3641909666928138,0.660271255799909,-6.582018929010892
Ap1ar,211556,adaptor-related protein complex 1 associated regulatory protein,0.1287381562695078,5.983174136087695,0.9483629267586926,0.3642674130584068,0.660271255799909,-6.807558862941397
Timm23,53600,translocase of inner mitochondrial membrane 23,0.14737359022505903,4.820589231746113,0.9482802002385009,0.36430759580343686,0.660271255799909,-6.69929526707567
Snrk,20623,SNF related kinase,-0.17906447566624983,6.823612579762933,-0.9481972246704149,0.3643479027131048,0.660271255799909,-6.809081803100417
Tmsb10,19240,"thymosin, beta 10",0.2360926095321787,9.341892762296093,0.9489882117924042,0.3643538909506828,0.660271255799909,-6.740511596935761
Emc7,73024,ER membrane protein complex subunit 7,-0.15605371806384394,5.675478294007865,-0.9480527006831789,0.3644181155399092,0.660271255799909,-6.7978245326330535
Rnf215,71673,ring finger protein 215,0.19635352887427082,5.3531126043429715,0.9480295759835016,0.3644293509116301,0.660271255799909,-6.7738388491543065
Tspan6,56496,tetraspanin 6,-0.3007971514044474,1.8021167937919151,-0.9477785405229279,0.364551335047822,0.6603979638901721,-6.208161071056161
Hnrnpa3,229279,heterogeneous nuclear ribonucleoprotein A3,-0.1607413460584901,7.298069802636431,-0.9473195704247624,0.36477443531816056,0.6607077851986897,-6.806930344240684
Gm35339,102638882,"predicted gene, 35339",0.2455691381067564,2.8405120989660344,0.9468872197031789,0.3649846857497464,0.6609942467588898,-6.277660157698601
Zbtb4,75580,zinc finger and BTB domain containing 4,-0.24261187909370197,5.973176211424843,-0.947610737780067,0.3654917952731266,0.6617709408226735,-6.815709350548278
Tsc22d1,21807,"TSC22 domain family, member 1",0.1914655343567162,4.592629431930002,0.9456720145422729,0.3655761004157183,0.6617709408226735,-6.733220936280652
Arl1,104303,ADP-ribosylation factor-like 1,-0.15699511721719084,4.561046568123606,-0.9456383944508169,0.36559247236037207,0.6617709408226735,-6.716590700325849
Tmem242,70544,transmembrane protein 242,-0.16647722698029188,5.236358916622371,-0.9455773798268748,0.3656221859368649,0.6617709408226735,-6.777699807571969
Ammecr1l,225339,AMME chromosomal region gene 1-like,-0.137758511140742,6.338220793997827,-0.944798218635379,0.366001782605606,0.662221803846068,-6.8220578867170225
Hdgfrp2,NA,NA,0.18468507898979247,6.717476589986051,0.9447416575374691,0.366029349383739,0.662221803846068,-6.822031690079535
Tgoln1,22134,trans-golgi network protein,-0.24103287326266365,7.6011453847064105,-0.946037180848142,0.36604162256490613,0.662221803846068,-6.783199968158095
Styxl1,76571,serine/threonine/tyrosine interacting-like 1,-0.39464381846333996,-0.08907852732396546,-0.9446376294037846,0.36608005455361925,0.662221803846068,-5.734986705310076
Atp6v1g2_2,NA,NA,-0.3489294112931157,0.08845695103676585,-0.9443488099125564,0.3662208566999693,0.6623820712486401,-5.85280170460684
Snx1,56440,sorting nexin 1,-0.12689305474854962,6.730035567320346,-0.9439567810494295,0.3664120363928599,0.6626333976272244,-6.818467747526292
Klk7,23993,"kallikrein related-peptidase 7 (chymotryptic, stratum corneum)",0.7399972566816639,-0.37179865563509085,0.9437724780798364,0.36650193962802424,0.6627015262933407,-5.424031259948326
Spata5l1_1,NA,NA,0.16466640869138605,5.30038979949047,0.9435395812420894,0.36661556959974273,0.6628097542460317,-6.708956423758264
Mfsd8,72175,major facilitator superfamily domain containing 8,0.1834086562304118,3.6230630082527635,0.9433734813594257,0.36669662485368126,0.6628097542460317,-6.460187975982463
Gm35498,102639105,Sp140 nuclear body protein pseudogene,0.19622134921000578,3.4458693176117623,0.9433040675584875,0.3667305019659649,0.6628097542460317,-6.460584634901229
Taf1,270627,TATA-box binding protein associated factor 1,-0.1452575497159838,7.12244727422629,-0.9431890591026145,0.36678663628667774,0.6628097542460317,-6.807007857206144
Fbxo7,69754,F-box protein 7,0.12374779918980483,5.724672830321968,0.9430902031711632,0.3668348916575861,0.6628097542460317,-6.8013561150151745
Ovgp1,12659,oviductal glycoprotein 1,0.34353290653317803,2.9725624233345105,0.9430075754887728,0.36687522888318735,0.6628097542460317,-6.187171222799752
Rpl28,19943,ribosomal protein L28,0.25627321930503033,6.8692041916107165,0.9451105815773316,0.36705485330064935,0.6629727461722599,-6.818159716834275
Arcn1,213827,archain 1,-0.15851712180983846,7.32226266355971,-0.9426087931404336,0.36706995128153574,0.6629727461722599,-6.805827295875811
Kin,16588,Kin17 DNA and RNA binding protein,-0.14097434808148446,5.689720085599674,-0.9424575398334286,0.36714382646203336,0.6630005313702833,-6.79153044573033
Mms22l,212377,"MMS22-like, DNA repair protein",0.14662203938869034,5.7986981741925785,0.9423633348304542,0.3671898434693396,0.6630005313702833,-6.812092083565148
Ecd,70601,ecdysoneless cell cycle regulator,0.1328478633375667,6.12517573064885,0.9421475903690026,0.3672952452884499,0.6630964815338436,-6.822389395900746
Ccnl1,56706,cyclin L1,0.14017569377178773,8.912019230259462,0.9418142639598658,0.3674581342340092,0.6632313134134454,-6.745844967900576
Has3,15118,hyaluronan synthase 3,-0.5580209134383981,-0.2593015561700544,-0.9415898849646432,0.3675678121726774,0.6632313134134454,-5.563719316837342
Rps6kb2_1,NA,NA,0.22323583997791907,4.301575881873428,0.9415629089879047,0.3675809997848376,0.6632313134134454,-6.618696320554735
Ppard_1,NA,NA,0.19399534646842165,3.304742194981565,0.9415081872142541,0.3676077523865161,0.6632313134134454,-6.404064447528844
Ggcx_1,NA,NA,0.3241502468759543,3.251663075106889,0.9417830425676881,0.36764381361899334,0.6632313134134454,-6.360732172136875
Tmco4,77056,transmembrane and coiled-coil domains 4,0.11544920036292527,6.42969097493799,0.9413531321705325,0.36768356388321055,0.6632313134134454,-6.826413982231434
Mief2,237781,mitochondrial elongation factor 2,0.22147464634987468,3.932058494816984,0.9411538282623055,0.3677810265178213,0.6633128165541032,-6.53486538902047
Prkar2a,19087,"protein kinase, cAMP dependent regulatory, type II alpha",0.2962405695890924,5.058728173099667,0.9452476279114489,0.36785502503736567,0.6633519837512927,-6.749605947379958
AU040320,100317,expressed sequence AU040320,0.1570901545042176,6.045237607510941,0.9408875966667491,0.367911246616872,0.6633590872637306,-6.826207592571581
Exosc10,50912,exosome component 10,-0.12186080038590141,5.227337071347945,-0.9401504599734908,0.36827196933993267,0.6636708338118524,-6.767743402815451
Sap30bp,57230,SAP30 binding protein,-0.12496508243819093,5.415642675723976,-0.9401477781839932,0.36827328215259447,0.6636708338118524,-6.79312681652488
Atp6v1g2_1,NA,NA,-0.34750361565846466,0.09477256654472543,-0.9400052338359202,0.368343066500202,0.6636708338118524,-5.859501178903818
Naa38,78304,"N(alpha)-acetyltransferase 38, NatC auxiliary subunit",-0.29469205898619943,4.209631992938219,-0.9420370422718799,0.3683769648280505,0.6636708338118524,-6.647891757719883
Zbtb22_1,NA,NA,-0.19274031305200445,2.638519656303581,-0.9399029467841042,0.3683931482124272,0.6636708338118524,-6.360205013431008
Csl,71832,citrate synthase like,0.26994958245073986,1.8040274414428161,0.9398930607754066,0.36839798885063657,0.6636708338118524,-6.125747161360967
Rprd2,75137,regulation of nuclear pre-mRNA domain containing 2,0.13417909074959677,6.541285583272706,0.939720168276907,0.36848265220511833,0.6637291157266527,-6.827976863772915
Ganab,14376,alpha glucosidase 2 alpha neutral subunit,0.11895698405241362,8.167902037348242,0.9394146067234183,0.368632315969062,0.6639044464180921,-6.783604271104953
Sdk1,330222,sidekick cell adhesion molecule 1,0.23162490969104121,4.1449157347420735,0.9392254294129734,0.3687249965970466,0.6639376231562705,-6.5898589093629765
Tab2,68652,TGF-beta activated kinase 1/MAP3K7 binding protein 2,0.13298918923112701,7.829279155330884,0.9391633918103022,0.36875539331511964,0.6639376231562705,-6.789254551623496
Bmf,171543,BCL2 modifying factor,-0.6544851411735546,0.8719528095507934,-0.9414336445757587,0.3688446985761008,0.6640041906262155,-5.898899404830426
2900026A02Rik,243219,RIKEN cDNA 2900026A02 gene,0.3714964866632071,3.147670799905795,0.9393231203602092,0.3690380477573707,0.6641762576873463,-6.289741922313027
Adcy1,432530,adenylate cyclase 1,0.5746020716338874,0.09710046896718726,0.9385725628041359,0.3690449729426065,0.6641762576873463,-5.6955938592545925
Ruvbl1,56505,RuvB-like protein 1,0.17970207761145307,4.3103903570263356,0.9381011321216527,0.36927614897750305,0.6643767042745996,-6.6137517179596745
Dpp7,83768,dipeptidylpeptidase 7,-0.1651557102404988,3.802912125556998,-0.9380793760169521,0.369286820039441,0.6643767042745996,-6.563789530656173
Icam5,15898,"intercellular adhesion molecule 5, telencephalin",-0.30607831016059395,1.605869177440611,-0.9378653754544528,0.3693917960209371,0.6643767042745996,-6.192555734915199
Ntpcr,66566,"nucleoside-triphosphatase, cancer-related",0.16660186329770088,4.262323810266134,0.9378210624279222,0.3694135360243267,0.6643767042745996,-6.550751340379657
Kctd15,233107,potassium channel tetramerisation domain containing 15,0.3712224811667362,1.151220563408341,0.9378116319833504,0.369418162725197,0.6643767042745996,-6.0388052755679995
Cd28_2,NA,NA,-0.19939569112779054,6.836977440545914,-0.9377445429647755,0.3695047151672387,0.6644317751603436,-6.8013721262861235
Sh2d4b,328381,SH2 domain containing 4B,0.2820682093910998,2.867222765314377,0.9374062854542369,0.3696170701833662,0.6644317751603436,-6.357829095323456
Syt6,54524,synaptotagmin VI,-0.21433141133077038,2.5586846201091227,-0.9373121541955113,0.36966327223247275,0.6644317751603436,-6.326276534930427
Cln5,211286,"ceroid-lipofuscinosis, neuronal 5",-0.1296942772148011,5.206184148297152,-0.9372319023283543,0.3697026651719584,0.6644317751603436,-6.7673255983036835
Hspa9,15526,heat shock protein 9,0.15279598451066256,7.840993545604281,0.9371100668791971,0.36976247581608723,0.6644317751603436,-6.797799210264498
Utp6,216987,UTP6 small subunit processome component,-0.13771991197256384,6.098706745571418,-0.93690536380316225,0.36986298282247,0.6644317751603436,-6.8227162739522305
Acot9,56360,acyl-CoA thioesterase 9,0.19108710053076816,5.567931705189,0.9364609688573161,0.37008124302219514,0.6644317751603436,-6.7982667803385795
Dclk2,70762,doublecortin-like kinase 2,0.15213985986857104,5.560736656471282,0.9363058943111576,0.3701574279718387,0.6644317751603436,-6.761961093660635
Isoc2b,67441,isochorismatase domain containing 2b,-0.5541448548945671,2.4702577126026553,-0.9463690420433939,0.3702455017100148,0.6644317751603436,-6.401034634102137
Ssbp1,381760,single-stranded DNA binding protein 1,-0.1749787077021745,4.9213758128779235,-0.9360996636854525,0.3702587621805036,0.6644317751603436,-6.6895739784407375
Clk3,102414,CDC-like kinase 3,0.1613052698804358,7.211922061887513,0.9359808650807223,0.37031714446031694,0.6644317751603436,-6.815325157422163
Sh3rf1,59009,SH3 domain containing ring finger 1,-0.16462941758781113,6.65058261342211,-0.9359599114447371,0.370327442577259,0.6644317751603436,-6.82640618850951
Dgkh,380921,"diacylglycerol kinase, eta",0.20184639702028484,4.1658202017358,0.9359022070833742,0.37035580368723164,0.6644317751603436,-6.514236741243635
Osbpl7,71240,oxysterol binding protein-like 7,0.16245332279800095,5.62532655409489,0.9358983850832856,0.3703576822162937,0.6644317751603436,-6.80211825816327
Arl2bp,107566,ADP-ribosylation factor-like 2 binding protein,0.11975832088420368,7.08176775271004,0.9358446588412264,0.3703840896083249,0.6644317751603436,-6.820429245294508
Fxr1,14359,"fragile X mental retardation gene 1, autosomal homolog",-0.16485806224297406,6.060706708399172,-0.9357785798416641,0.3704165704384156,0.6644317751603436,-6.829940271310227
Sycp1,20957,synaptonemal complex protein 1,-0.7489224079985405,1.394313469850641,-0.9415311530843152,0.370424520462192,0.6644317751603436,-5.9128352242773525
Arid3b,56380,AT rich interactive domain 3B (BRIGHT-like),0.17612390052673277,5.712697711136919,0.9357326360202304,0.3704391551104377,0.6644317751603436,-6.799790079205861
Slc39a5,72002,"solute carrier family 39 (metal ion transporter), member 5",0.687715344261334,0.2978180362247364,0.9361641335816366,0.37044375610689395,0.6644317751603436,-5.667908647622543
Cd28_1,NA,NA,-0.1990956366581056,6.83682139455804,-0.9354387572891315,0.37063714190675645,0.6645914990704597,-6.803543501499345
Fam32a,67922,"family with sequence similarity 32, member A",-0.15109322015788962,6.495406191107619,-0.9353290944907443,0.3706375667892948,0.6645914990704597,-6.830171188583292
Csnk2b_2,NA,NA,0.15988392037668486,4.187018009144367,0.9350150062130832,0.37079204886099626,0.664730331393419,-6.623377668821415
Plekhg6,213522,"pleckstrin homology domain containing, family G (with RhoGef domain) member 6",0.6956330529941167,-0.5563140736343222,0.934858082159349,0.3708692480199236,0.664730331393419,-5.471457023386074
Zc2hc1c,72350,"zinc finger, C2HC-type containing 1C",0.31022192588028386,1.177228065193936,0.9347556483652675,0.37091964674422584,0.664730331393419,-6.0508788909996
Cdc27,217232,cell division cycle 27,0.12729199489709497,6.738045107152089,0.9347456742357133,0.3709245544030112,0.664730331393419,-6.831046990376627
Csnk2b_1,NA,NA,0.15439913584208398,4.270583401577696,0.9343336526981245,0.371127325416734,0.6649997888557436,-6.636498966962226
Ncs1,14299,neuronal calcium sensor 1,0.28780777177183037,1.318803442138739,0.9339943330622933,0.37129437642056173,0.66517961691138106,-6.040963031838971
Cpsf2,51786,cleavage and polyadenylation specific factor 2,-0.13370207695122005,6.5163837743320085,-0.9339168357223762,0.3713325367735901,0.66517961691138106,-6.828091379375714
Sepw1,NA,NA,0.14118103501307644,7.243583823676313,0.9335305235186231,0.3715228018702901,0.6653689892317215,-6.8128942595362645
Trmt2b,215201,TRM2 tRNA methyltransferase 2B,-0.12348684473186555,5.792276582576634,-0.9332911525652594,0.37164073081719906,0.6653689892317215,-6.826607284196541
Vta1,66201,vesicle (multivesicular body) trafficking 1,-0.1123097577573553,5.945600219964322,-0.9332655297276049,0.3716533557917605,0.6653689892317215,-6.825124634677699
Fam219a,71901,"family with sequence similarity 219, member A",-0.2317881655283509,2.835072340193502,-0.9332399039071418,0.37166598254140526,0.6653689892317215,-6.451187072719371
Mgat5,107895,mannoside acetylglucosaminyltransferase 5,-0.16549336881837196,7.739768915024441,-0.9331280699433117,0.37172109067223713,0.6653689892317215,-6.801343046627003
Sertad2,58172,SERTA domain containing 2,0.1311507208535394,5.378536343159266,0.933063527779217,0.3717528975932908,0.6653689892317215,-6.7978499763105695
Cep89,72140,centrosomal protein 89,-0.26455750242091414,3.875080087850597,-0.9330651269170881,0.3719680467739729,0.6654675740449392,-6.575704348824951
Stx8,55943,syntaxin 8,-0.17057216120042273,5.2487791081324815,-0.9324997385750475,0.37203082002787335,0.6654675740449392,-6.792508091195708
Bzrap1,NA,NA,0.3396682058390499,2.976511984068292,0.9333835136232611,0.37203613536251456,0.6654675740449392,-6.397170654821777
Fn1,14268,fibronectin 1,0.9222480788313129,0.08431282046205718,0.9411267448094267,0.3720812987095774,0.6654675740449392,-5.848911359285509
Naa16,66897,"N(alpha)-acetyltransferase 16, NatA auxiliary subunit",-0.11715572550285724,6.056344461940552,-0.9323341602373147,0.37211247070038356,0.6654675740449392,-6.831511413514
Wbscr16,NA,NA,0.15787663110774908,4.865940151245443,0.9323134788846209,0.37212267007005384,0.6654675740449392,-6.68027593187026
Emb,13723,embigin,-0.13242823210570442,8.403505941626946,-0.9318621971224891,0.3723452770681436,0.6657718257385296,-6.779061378483736
Exoc1,69940,exocyst complex component 1,0.13201839757905454,6.520569667967207,0.9315701874393612,0.3724893692564859,0.6658281945805863,-6.83527571950756
Zbtb22,81630,zinc finger and BTB domain containing 22,-0.19102302236019808,2.63868950880203,-0.9314593723787983,0.37254406133264295,0.6658281945805863,-6.368226323755772
Arntl2_1,NA,NA,-0.21802473354477936,4.038979205520914,-0.9314310981445223,0.37255801681766254,0.6658281945805863,-6.542710069075788
Stk17b,98267,serine/threonine kinase 17b (apoptosis-inducing),-0.19243305921490794,9.681132982168089,-0.9313401433031235,0.37260291247134547,0.6658281945805863,-6.709429732153883
1110038F14Rik,117171,RIKEN cDNA 1110038F14 gene,0.17266380537308557,4.941955046352671,0.9312068468603445,0.37266871505091825,0.6658281945805863,-6.703608612255112
Setd6,66083,SET domain containing 6,0.2023239403180117,4.661417094550786,0.9310782104101881,0.3727322250330478,0.6658281945805863,-6.6451165704931245
Prss16,54373,"protease, serine 16 (thymus)",0.42244199783739755,0.9349265952217438,0.9310540761083466,0.37274414140178946,0.6658281945805863,-5.9534158449813015
Ppcdc,66812,phosphopantothenoylcysteine decarboxylase,-0.18620887283448173,6.239558087111308,-0.9304259503561558,0.3730543752577906,0.6662727270439183,-6.833770324201345
Tipin,66131,timeless interacting protein,-0.3159681552022464,6.046315140451211,-0.9372134177105715,0.3730980237741992,0.6662727270439183,-6.820130407346143
Pspc1,66645,paraspeckle protein 1,-0.13437545889103042,6.048308071936322,-0.9298993024432568,0.37331463022795863,0.6665287438100606,-6.826370502149705
Atp6v1g2_3,NA,NA,-0.34346562300918715,0.08978785656170439,-0.9297289605980149,0.3733988361119006,0.6665287438100606,-5.866578443426348
Irf8,15900,interferon regulatory factor 8,0.30941543059933974,5.677644254386076,0.9355149878276081,0.37339898415841033,0.6665287438100606,-6.785095922751024
4930503L19Rik,269033,RIKEN cDNA 4930503L19 gene,-0.20531110667587615,5.417865599993082,-0.9298702014758484,0.373499606492372,0.6666145740856965,-6.8102557619978
Ppm1m,67905,protein phosphatase 1M,0.15929884158652374,6.183582004865191,0.9291951593295326,0.37366280001185825,0.6666675699290968,-6.837816362982862
Polr3c,74414,polymerase (RNA) III (DNA directed) polypeptide C,0.12209115455677821,6.621455532300304,0.929129290826738,0.3736953810704764,0.6666675699290968,-6.837550316105906
Gtse1,29870,G two S phase expressed protein 1,0.36208689839171093,3.956810451943362,0.9340437674088379,0.3737689195311863,0.6666675699290968,-6.589538715987857
Mbd5,109241,methyl-CpG binding domain protein 5,-0.11951274036351567,7.5313445717890275,-0.9289758486453906,0.37377128721664354,0.6666675699290968,-6.807249758315097
Fam214b,230088,"family with sequence similarity 214, member B",0.23230385202224557,3.87970508762075,0.9289339508698243,0.37379201548515095,0.6666675699290968,-6.590215788760767
Nup43_1,NA,NA,-0.28447043795103477,2.407641202017118,-0.9287904542574352,0.37386301437458824,0.6667004815719995,-6.18613204335942
Rnaseh2a,69724,"ribonuclease H2, large subunit",-0.1764469820848955,4.883977659953999,-0.9282619948471,0.3741245667643799,0.6670731454618398,-6.716630070550089
Kdm4b,193796,lysine (K)-specific demethylase 4B,0.15128644991618945,6.108706388627094,0.9277795960005938,0.37436343563665186,0.6673085196643843,-6.832729332455539
Smg5,229512,SMG5 nonsense mediated mRNA decay factor,0.1311103108980607,7.355752082464413,0.9276396899998911,0.3744327329759435,0.6673085196643843,-6.8181458526899315
Rngtt,24018,RNA guanylyltransferase and 5'-phosphatase,-0.15570813686750373,5.700342414924599,-0.9273472068694439,0.3745776332493056,0.6673085196643843,-6.811235165978099
Zfp512b,269401,zinc finger protein 512B,0.15005375441605118,6.740989671171133,0.927291849619744,0.37460506249090986,0.6673085196643843,-6.839703290800362
Eif2d,16865,eukaryotic translation initiation factor 2D,-0.13033954084648158,5.865355885271851,-0.9272811068677557,0.3746103856361829,0.6673085196643843,-6.832845592346057
Zfp33b,69623,zinc finger protein 33B,0.3070434688274917,1.6582422373174435,0.9272534566526547,0.37462408685206383,0.6673085196643843,-5.99884098068284
Pin1,23988,"peptidyl-prolyl cis/trans isomerase, NIMA-interacting 1",0.14322412719190503,5.305243406321347,0.9271863799802499,0.3746573261171703,0.6673085196643843,-6.7973790645006735
Fut10,171167,fucosyltransferase 10,-0.18528062205672402,3.6760154112549683,-0.9271031981227214,0.37469854907444156,0.6673085196643843,-6.571552690371883
Zfp362_1,NA,NA,0.14824443023622713,5.055479433866523,0.9270399041200391,0.37472991823839363,0.6673085196643843,-6.780398195128956
Ipo5,70572,importin 5,0.18061860835813892,7.502318690245643,0.9266498407237698,0.3749232788301754,0.6675591582651229,-6.818651036812381
Pcbp2,18521,poly(rC) binding protein 2,0.12910022280775912,8.247868853211983,0.926278216254006,0.3751075647886677,0.6677888158482802,-6.793899132913467
Atf3,11910,activating transcription factor 3,0.8589473034103696,-0.6554689892614944,0.9354418253688237,0.3751610111349898,0.6677888158482802,-5.935481759461655
Ccny,67974,cyclin Y,-0.14551205812238344,6.64003656485528,-0.9260713891932849,0.3752101566978554,0.6677888158482802,-6.837910991249129
Tnfrsf26,244237,"tumor necrosis factor receptor superfamily, member 26",-0.18262898050317578,6.37584422526037,-0.9239895428045181,0.37624391793689227,0.6695347588756366,-6.841303285268124
Ankrd9,74251,ankyrin repeat domain 9,0.30636609919832036,1.3456486604389233,0.9233229399129951,0.37657535227034367,0.6697464263102503,-6.098655446908611
Lactb,80907,"lactamase, beta",0.1547362932187042,4.553020934855444,0.9232779370308669,0.37659773510979777,0.6697464263102503,-6.659223710228055
Rpf1,70285,ribosome production factor 1 homolog,-0.14399344936480585,5.920366334093881,-0.9232598038367203,0.3766067541845287,0.6697464263102503,-6.835691017328221
